dataset,missingness,method,W_train,W_test,R2_real,R2_fake,R2_comb,F1_real,F1_fake,F1_comb,coverage_train,coverage_test,percent_bias,coverage_rate,AW,class_score,time,R2_lin_real,R2_lin_fake,R2_lin_comb,F1_lin_real,F1_lin_fake,F1_lin_comb,R2_linboost_real,R2_linboost_fake,R2_linboost_comb,F1_linboost_real,F1_linboost_fake,F1_linboost_comb,R2_tree_real,R2_tree_fake,R2_tree_comb,F1_tree_real,F1_tree_fake,F1_tree_comb,R2_treeboost_real,R2_treeboost_fake,R2_treeboost_comb,F1_treeboost_real,F1_treeboost_fake,F1_treeboost_comb
california,MCAR(0.2 MissForest),CTABGAN,0,0,0.6559524382,0.5281479731,0.6488761078,0,0,0,0.196935562,0.510125969,60.15808535,0.1703703704,0.2924861343,0.4528083702,114.9668668,0.5974351433,0.5494252515,0.5767259455,0,0,0,0.3911435852,0.454196389,0.4115617477,0,0,0,0.804350173,0.5614247407,0.799174518,0,0,0,0.8308808513,0.5475455111,0.80804222,0,0,0
california,MCAR(0.2 MissForest),stasy,0,0,0.6559524382,0.580696141,0.6504944221,0,0,0,0.2966408269,0.6857235142,96.92420351,0.02962962963,0.3200121286,0.443710696,3619.652578,0.5974351433,0.5762504817,0.5861091056,0,0,0,0.3911435852,0.3654434816,0.3739723781,0,0,0,0.804350173,0.691576139,0.8186302263,0,0,0,0.8308808513,0.6895144616,0.8232659784,0,0,0
california,MCAR(0.2 MissForest),TabDDPM,0,0,0.6559524382,0.6470525493,0.660459267,0,0,0,0.6574814276,0.9232396641,60.49755422,0.1851851852,0.3323185692,3.65E-01,146.2903179,0.5974351433,0.5834885078,0.5865987915,0,0,0,0.3911435852,0.4707836677,0.4356421035,0,0,0,0.804350173,0.759711603,0.798367201,0,0,0,0.8308808513,0.774226419,0.8212289722,0,0,0
bean,MCAR(0.2 MissForest),oracle,0,0,0,0,0,0.8076729461,0.8076729461,0.7960192638,1,0.9618068307,0,0,0,0.8332770088,0.0007355213165,0,0,0,0.8506566866,0.8506566866,0.8029091775,0,0,0,0.5081498776,0.5081498776,0.5081498776,0,0,0,0.9339874155,0.9339874155,0.9341339131,0,0,0,0.9378978047,0.9378978047,0.9388840869
bean,MCAR(0.2 MissForest),CTGAN,0,0,0,0,0,0.8076729461,0.6778792189,0.7846250935,0.0003000244918,0.004308972947,0,0,0,0.4511221829,153.0693733,0,0,0,0.8506566866,0.3994528845,0.6527151882,0,0,0,0.5081498776,0.5913484486,0.6164506579,0,0,0,0.9339874155,0.8598536962,0.932850375,0,0,0,0.9378978047,0.8608618462,0.9364841529
bean,MCAR(0.2 MissForest),GaussianCopula,0,0,0,0,0,0.8076729461,0.2220835337,0.7780699165,0.03207812883,0.09276533235,0,0,0,0.6353924106,16.23499266,0,0,0,0.8506566866,0.2070639791,0.6823957229,0,0,0,0.5081498776,0.2354592277,0.5671839614,0,0,0,0.9339874155,0.2250110234,0.9301954753,0,0,0,0.9378978047,0.2207999047,0.9325045063
bean,MCAR(0.2 MissForest),TVAE,0,0,0,0,0,0.8076729461,0.7292935707,0.7816772409,0.01337252021,0.0971232709,0,0,0,0.4475715025,91.80853049,0,0,0,0.8506566866,0.6474639073,0.8055793603,0,0,0,0.5081498776,0.510413722,0.4540674941,0,0,0,0.9339874155,0.8824006304,0.9320583679,0,0,0,0.9378978047,0.8768960231,0.9350037412
bean,MCAR(0.2 MissForest),CopulaGAN,0,0,0,0,0,0.8076729461,0.6303346986,0.8007426402,9.80E-05,0.002570694087,0,0,0,0.6651556407,164.6777396,0,0,0,0.8506566866,0.2840735881,0.6682457931,0,0,0,0.5081498776,0.550868366,0.6640711443,0,0,0,0.9339874155,0.8420376891,0.9336081451,0,0,0,0.9378978047,0.8443591511,0.9370454782
bean,MCAR(0.2 MissForest),CTABGAN,0,0,0,0,0,0.8076729461,0.7732285868,0.8327552144,0.0476549106,0.2134410577,0,0,0,0.4504971042,87.44010623,0,0,0,0.8506566866,0.7016692496,0.7757826557,0,0,0,0.5081498776,0.6698929743,0.6848787823,0,0,0,0.9339874155,0.8758033488,0.9345206027,0,0,0,0.9378978047,0.8455487747,0.9358388168
bean,MCAR(0.2 MissForest),stasy,0,0,0,0,0,0.8076729461,0.6273302539,0.7584167071,0.005247367132,0.02171624434,0,0,0,8.67E-01,2372.389218,0,0,0,0.8506566866,0.05902430902,0.6275326002,0,0,0,0.5081498776,0.5975426609,0.5320790771,0,0,0,0.9339874155,0.9279564474,0.9355628454,0,0,0,0.9378978047,0.9247975984,0.9384923057
bean,MCAR(0.2 MissForest),TabDDPM,0,0,0,0,0,0.8076729461,0.7679541146,0.7783026581,0.7547269165,0.9590402742,0,0,0,0.3594585419,161.8425917,0,0,0,0.8506566866,0.8166376566,0.8286052575,0,0,0,0.5081498776,0.3841348631,0.409478572,0,0,0,0.9339874155,0.9341784814,0.9361263857,0,0,0,0.9378978047,0.9368654572,0.9390004173
